symbol,vol1y,turnover_med,max_dd
MANAKALUCO,0.6860659151774281,2074841.5916490555,-0.8693333322751655
GTLINFRA,0.47112282126191285,49621235.156877995,-0.9987841945107585
HINDCOMPOS,0.39272457821926365,1637283.875,-0.8687258604199872
TVTODAY,0.2886942463710777,6087580.07270813,-0.7736022046235805
NFL,0.30409289353178304,71295802.20013046,-0.871420291939184
AXISCADES,0.4849761851855539,166360035.2125244,-0.9291298217324426
KPITTECH,0.390435464384354,990320245.6006165,-0.7032323668556435
ZENITHSTL,0.4570412749040796,569113.3485672474,-0.9946285087441297
BOSCH-HCIL,0.35884626180567447,21518456.728271484,-0.8525805461036685
MOTILALOFS,0.39347425202300546,690433512.0,-0.8795963535118027
SUMMITSEC,0.3538452732711441,7894603.4130859375,-0.8399698056237026
DYNPRO,0.45584032534837954,4092399.347267151,-0.7339768492607842
SRGHFL,0.3565014336350682,534436.0440826416,-0.4255371459378646
VINDHYATEL,0.575742008824623,20833260.888427734,-0.7945425111122622
KPIGREEN,0.41606209386117954,315550711.6616516,-0.5849670446822359
ARTNIRMAN,0.5318463170607447,48914.259159088135,-0.8424973288942742
DHANBANK,0.39153914277739676,17973386.263486862,-0.9635565782290632
TARSONS,0.5059272000836961,18868413.04307556,-0.8080887473193595
MAYURUNIQ,0.3747494810235018,31590852.59640503,-0.7709925344488666
PASUPTAC,0.5394090780103925,4797167.678600311,-0.5893980277638664
SPANDANA,0.42584827065524494,43937440.09246826,-0.8646254596144972
RPOWER,0.4764390519019404,962717326.4919891,-0.9961950503008724
MALLCOM,0.38552979163285006,4114620.309020996,-0.4478191026213637
SIKKO,0.5783751694386703,2183127.141518116,-0.6000008124059046
FORCEMOT,0.4775513645509715,1636351986.0,-0.5768536841202735
PARACABLES,0.5876704457157925,31078334.634319305,-0.9795834089178109
NAUKRI,0.303206076357228,1450606678.4417725,-0.754310036087058
MHLXMIRU,0.48540272089238445,900073.808052063,-0.6826512889147491
WHIRLPOOL,0.35001830337743983,233063115.45565796,-0.7147612756930377
BALUFORGE,0.4864968590836581,268551663.0142517,-0.5827796834321848
KRBL,0.3966745981498097,154671630.0026245,-0.8484512320849527
RPSGVENT,0.47707272654981797,21879746.287353516,-0.8224188334652973
TORNTPHARM,0.21416095790038042,1225975633.2856445,-0.5403304870451755
BALRAMCHIN,0.39275504661623456,176784317.3748169,-0.7749321025085548
EQUIPPP,0.446378878038147,182461.77362918854,-0.9999334123844511
ZOTA,0.4421392119161896,65808814.77459717,-0.4506382456589876
TPHQ,0.6032076537957916,899237.6695876122,-0.9597070789795031
ALANKIT,0.34843284970219984,2040319.0642595293,-0.9152397770091285
UDS,0.4285929396158813,33351037.317199707,-0.7054419273148718
ASMS,0.554521019550322,2727680.4112124443,-0.9981698155170914
VPRPL,0.6123665322271769,51331994.59477615,-0.9245017203810504
LATTEYS,0.5803113807732122,1050175.0582532883,-0.7250755448332559
ALKYLAMINE,0.40186139527440917,63296515.591918945,-0.7291023127240868
RBZJEWEL,0.4443428457212438,9844994.761260986,-0.5741760492518324
CAPTRUST,0.6314715932277182,538503.9550075531,-0.9802563982058721
SITINET,0.3080852809044324,170578.03429181874,-0.9977987420761808
VISHWARAJ,0.38416579248435045,1736497.1392819881,-0.9012087807515048
SBFC,0.29885299290153056,105739382.84013748,-0.3198622144898373
HINDCOPPER,0.5513764503556431,3582256955.052887,-0.9677008129357518
GUFICBIO,0.34844550966103693,14951104.531051636,-0.8911392548252813
JINDWORLD,0.5553745658299745,16163002.875366211,-0.8519833095496457
SUZLON,0.32086890823805236,2944362291.0010166,-0.9961300719997501
BIRLAMONEY,0.3859814232508911,7164870.174758911,-0.8892072634166337
CELEBRITY,0.46016439390466457,235085.2144794464,-0.9841146317470371
BERGEPAINT,0.27919079437875466,155194630.55358887,-0.5784107043375293
NITCO,0.5144900110831593,35183072.47476196,-0.9647125181780755
UTTAMSUGAR,0.40336292082501796,14380212.077133179,-0.9529910152566575
M&M,0.27911789282834426,7680634304.672607,-0.743437641807486
BIKAJI,0.22150544961985397,83908310.28717041,-0.41897411324136014
BOMDYEING,0.3887676277942374,85896147.41082,-0.8901886828132615
TATAINVEST,0.4349620315509551,257694437.64672852,-0.7378981862116117
BALKRISHNA,0.42254139712361183,305111.5139064789,-0.9352428502836085
MAITHANALL,0.37328117782156517,32826762.597625732,-0.6806871800357768
CERA,0.27813979345520234,63337455.5,-0.7511411098366991
BANSALWIRE,0.3817764228978243,20824094.63053894,-0.5392729197168619
JINDALPOLY,0.4775982060959879,19722164.292541504,-0.8348010408947559
LANDSMILL,0.47158518484176726,3486456.732114494,-0.9815810789324649
JETFREIGHT,0.48008861944188186,1325808.3002548218,-0.8211266781377689
RAJOOENG,0.47192496242347576,35323957.29654312,-0.6738056217825414
COMPINFO,0.44509506794814613,30372.020189762115,-0.9838574656762031
WOCKPHARMA,0.5096371125078692,772517354.2042236,-0.9206753029259858
BLISSGVS,0.5918988538535385,231739456.3592682,-0.6827694289318149
SIL,0.388253831588838,383314.7569723129,-0.9208562582538754
IONEXCHANG,0.3973721042354946,75223593.73831177,-0.5641631725031482
AXISBANK,0.23909528056762985,7473403798.227234,-0.7765605950328835
HYBRIDFIN,0.6946984504573014,184882.38291168213,-0.7313432830509722
GEECEE,0.39489753240397757,1194740.385803223,-0.7890307284959237
SHARDACROP,0.495009407033123,200016675.48934937,-0.8087196996226307
PARADEEP,0.43050071861932493,605078978.9835815,-0.5523483531111798
HEROMOTOCO,0.2543387505219296,2967623074.0,-0.5818001250777659
MAHEPC,0.4139781914624362,4044542.858024597,-0.5483360675329102
PROZONER,0.5209487336085986,9021600.97195816,-0.8996699682556757
BIOCON,0.25232275855754066,1072110236.5152283,-0.7213605331974893
CREDITACC,0.3943053086947576,321835655.42541504,-0.6832391975461828
GAEL,0.3548087953146204,97120089.51794434,-0.8643111265361025
HARDWYN,0.5311535404881766,20577803.727966785,-0.7136421433295002
RANASUG,0.3504244588293926,2167910.5438280106,-0.9463768109031345
MHRIL,0.2868083405872871,25150452.823669434,-0.70922470872316
AWFIS,0.45362051858098235,84793517.15084839,-0.7436937574852676
DELHIVERY,0.3014586593932983,957596661.3691559,-0.6563358279590767
GHCL,0.27137750226781965,58101829.506378174,-0.8854034523940792
HEIDELBERG,0.22166206294139112,11454523.345977783,-0.8244444462646823
SUPREMEENG,0.47429621940221284,81747.75961637497,-0.8795180750578437
DHAMPURSUG,0.3709026478124124,22266990.189819336,-0.8401860300962797
63MOONS,0.5129739219749411,90233221.61764526,-0.9807790359817057
SPECIALITY,0.45661462807525793,4174859.4973754883,-0.8960788217314332
KRN,0.481721846915392,185699726.28616333,-0.3835609630652538
JINDRILL,0.506971450615791,67506794.89205933,-0.9558953217080834
EKC,0.39612385208072004,27179343.556785583,-0.9932019569276044
NETWEB,0.5955493045423624,4913553953.310791,-0.5472781524508852
SATIN,0.33272795670749344,26766028.343551636,-0.9321935683490078
BHAGYANGR,0.6262847303373448,24772932.072669983,-0.8624151848266115
BATAINDIA,0.3189472649301762,104946990.3953247,-0.7289571832389776
AWL,0.2755824950831588,376372843.1027755,-0.7951248415173798
SJVN,0.3125824189143254,243268200.7038269,-0.5729578050942795
IREDA,0.29701985849085644,813401337.2235413,-0.6237527793100701
KAUSHALYA,0.5677090348661503,235666.82690429688,-0.9970164097463948
AFFLE,0.33066064686501073,331039634.6973877,-0.5827327105735751
A2ZINFRA,0.4915330056544955,2683131.26447773,-0.991028834871024
AMBER,0.3997361417753091,2036716445.0,-0.5425999358519027
CENTRUM,0.5091334322698331,7025191.982737541,-0.874253582059265
QUESS,0.34780819951607844,58096467.067474365,-0.8692059456981509
MCLEODRUSS,0.5564071876270278,16018672.779987335,-0.9946433129067577
AARVI,0.4433948336779825,2107038.505645752,-0.8209228851055687
BFUTILITIE,0.4551780400890623,18190393.54071045,-0.9444887043805301
BLAL,0.26228018322653224,4314267.589370728,-0.5466743966615518
SUTLEJTEX,0.416765143084535,1210544.0356025696,-0.9842383506139787
KARURVYSYA,0.36001409570935566,594352196.1276093,-0.8504974289237879
SHANKARA,0.8905721848488451,10715081.918956757,-0.954892083608641
POKARNA,0.5319033507906757,59602890.52340698,-0.8447315684962221
AADHARHFC,0.2691650690838382,151637300.75920105,-0.286609883067668
VMART,0.40382517054017786,80724157.27230835,-0.6384584103093855
HDFCAMC,0.31115279963283327,2154766289.6601562,-0.5381368492615279
ARVINDFASN,0.34140009211968997,91778706.87190247,-0.8595224213994133
SILLYMONKS,0.5271017363458985,213198.39716529846,-0.8290419183486316
DIFFNKG,0.44789058014693417,31314286.110534668,-0.5162858486483981
BAJEL,0.42859059237467145,25865466.33630371,-0.5723009978693889
RAILTEL,0.39736530645829454,286943929.4221802,-0.5800704278169793
ORIENTALTL,0.4178897425120081,1054133.5292863846,-0.9571823226616302
EASTSILK,0.5048748509119497,10553.879760742188,-0.9924303273869545
MOTHERSON,0.34233670845904024,1981707827.8627396,-0.7821878856858969
SPIC,0.3914941594822721,37398637.592308044,-0.873684211652131
TEXRAIL,0.4269359474598663,166548263.9352188,-0.9213740380094837
LASA,0.5452274607893995,302790.63347673416,-0.9725817255984973
CHEMCON,0.4751999624323888,7329878.854156494,-0.7825065812022501
NOCIL,0.40232116103105636,51986470.48511505,-0.849371788468649
GENESYS,0.7639229171955244,101874455.0406189,-0.9406571931938604
GREAVESCOT,0.44486627062193457,202070036.405838,-0.883484009959499
KOVAI,1.1648915936897997,13120582.10913086,-0.4411982639887424
MODTHREAD,0.6321900841129875,69976.5287361145,-0.5395128812361394
BAGFILMS,0.45054265011390526,484798.6369357109,-0.9855693271383943
SONACOMS,0.3083563003457931,964679327.5714111,-0.5118823796415479
JAIPURKURT,0.5120334288268107,497381.3304748535,-0.882428385132107
GODREJCP,0.26408226579279037,1314229434.0598145,-0.5422526750645985
HITECH,0.4216873873481881,69708577.70462799,-0.8446343750135418
BYKE,0.5221558090045786,2514791.6241779327,-0.9620208499657398
METROBRAND,0.30601422718923854,37535837.0,-0.3376893107056247
EVERESTIND,0.4903677596798718,5285357.3748931885,-0.7914381926150462
SOTL,0.4650241462642772,9785418.348876955,-0.7484079057608402
PIGL,0.5264997454216199,6178850.089584351,-0.7834522128152556
VOLTAMP,0.39114962052316593,289528538.0,-0.8560045800387461
YATRA,0.5895420859814615,204232178.98991394,-0.6341558019185038
LGBBROSLTD,0.38383443283312546,52086783.64758301,-0.8113408311717661
LLOYDSME,0.36535238005485343,540984454.3770752,-0.33045914449907066
ZEEMEDIA,0.49533914332410667,12042528.906888962,-0.9894471180639782
RAMCOIND,0.41752571617595907,31976504.891281128,-0.7727982242820189
PALREDTEC,0.49650301946877573,233995.09104537964,-0.9659262048841682
ESSARSHPNG,0.5789901989573171,4489175.844654083,-0.8654390905761522
NHPC,0.23601251143093183,930467785.1017342,-0.5556120793788476
MANYAVAR,0.3432922631997426,85286098.91137695,-0.7647377783305851
UNIONBANK,0.32529964120882415,1974252003.891388,-0.9340469158227493
KRISHIVAL,0.359820234780069,4320329.268432617,-0.3849442969212328
IDEA,0.4821901348719592,4940283372.721946,-0.9755966892178884
ICICIPRULI,0.24543128177067386,582542553.1378784,-0.5487528182665549
NOVARTIND,0.5917977556774463,14734176.142089844,-0.4480369634484913
HPIL,0.3846889860453568,244538.12699127197,-0.4421803191648893
VIVIDHA,0.4843191055151765,189240.95141366124,-0.9985783825051532
INDOTECH,0.6032494221085056,34395744.296875,-0.9351231083492536
AWHCL,0.4709882520443467,39320629.829559326,-0.5735444322802454
HITECHGEAR,0.32782651585093414,1251060.25,-0.8781713170193776
UMAEXPORTS,0.5015708747889447,827548.832411766,-0.8688884140198612
TOLINS,0.4669960553949806,10774088.88218689,-0.6580556483344955
MEDANTA,0.2876373341906492,212649695.8112793,-0.35345427263498364
PRIMESECU,0.32977027116265745,8634126.917617798,-0.9937645159434513
EIHOTEL,0.2888552248287655,60393087.806503296,-0.7699887114451487
SILGO,0.392172268293209,13372960.186294556,-0.7584313910832762
FIEMIND,0.3611928386697109,124796966.74084473,-0.8249912186523277
PARKHOTELS,0.3169307514774553,31153836.046295166,-0.5738184493830971
TEJASNET,0.5723674160457799,587506321.701828,-0.9337238265148443
KEC,0.36336039192158565,370923784.09754944,-0.8762479097482762
SURANASOL,0.42219553609904803,1610898.2804374695,-0.9296326258579056
ANANTRAJ,0.46306782552106757,1059199413.0210571,-0.9880136630881851
DMCC,0.4831146584943553,7811453.543334961,-0.559939453324427
TDPOWERSYS,0.5248409764416244,741042839.5052795,-0.8234553289400068
